NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
210052320506;2021;5;F;1;3;1;1;2;1;;0;;;;;;;;5208707;Goiânia;52;GO;1;1;1;1;909;881;892;899;650.9;617.9;631.7;796.7;ECECABECABCDEBECBDCDBEECCDECEAEDBCDCCDBCDACAD;BECECEEEBADBEAEEBBAECCEBEBAABCABAEECBBCDCCBDA;AAEAC99999DDBDDACACBDCBDCEABDDDBBCADCEEBADCBAAACDE;EBAEBABDDEBCCBCCDCECBEBDDEABBEBDEDAEDACABDCAB;0;EDECABEDABCBEBACCDCBBEEBBCBDAAECDCBDCDBBBADCD;BEECCAEABADBCAEBAAEEDDEBBBADBCBAAEEBBBADCCBBA;ABBACAAECACDBDDADEBDDCBDCEDBEDDBBBBDCEEAADABACACDC;EEXEBABDDCECCBCCECDCAEBADEABBDBDEDCEDCCADDCAB;1;180;200;200;200;200;980;E;E;B;D;2;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;C;A;B;B
210054444526;2021;2;F;1;1;1;2;0;2;1;0;;;;;;;;2408300;Nova Cruz;24;RN;1;1;1;1;910;879;889;900;378.5;502.7;487.7;514.9;ACEEDBCCBACEDEADACBEAEBDBABCADBEBACAEACBDCEBD;BDCABADECBABECAACDEAEDEBCAEDEBDCEBACADECEBECA;99999CAEACBADDEADEBEACBDECADEADECDABEBBBEABEABBDCA;CCDACDCDABBDC*EEEBDCADBBAEBDACBCE*DBABEBACADA;1;ADCDCDBBBECDCCDCBCBDABCAADCBEBABEEBBBCABEDEDE;BADCBADBCEDDEBBADBCABEECCAEABEBAAECBBABAAEEBB;CAABBCAEAABDCDEADCEDBEDDDABBBBDEBCEADABDBACACDCDDC;DDCABDCCAEDCEBBDBDAEEBADCAECDBCCCCDDCEEBABXEE;1;160;140;140;120;120;680;D;D;A;B;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;B;A;C;A;B;B
210053193408;2021;11;M;2;3;1;1;11;1;;0;;;;;;;;1501402;Belém;15;PA;1;1;1;1;1011;1001;1005;1007;537.6;476.5;553.2;509.7;EEDCCBEEABCEBACCCACABEADEDDDEDACDBEDCDAACDBAB;BAABCACCEADCEADEDBEDDBAAADCABBCCBDECAEAEBABEE;99999AAEEACDBBCEEEBCAABACBADCBDBBEAEADEAACDDADADED;EACEAAEDCEBADEEDEACAADAABCABCADBDAACBCECBEEDA;1;EDECABEDABCBEBACCDCBBEEBBCBDAAECDCBDCDBBBADCD;BEECCAEABADBCAEBAAEEDDEBBBADBCBAAEEBBBADCCBBA;ABBACAAECACDBDDADEBDDCBDCEDBEDDBBBBDCEEAADABACACDC;EEXEBABDDCECCBCCECDCAEBADEABBDBDEDCEDCCADDCAB;1;100;120;120;120;100;560;E;E;D;B;3;C;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;C;A;B;B
210051549956;2021;5;M;1;2;1;1;3;1;;0;;;;;;;;3304557;Rio de Janeiro;33;RJ;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;B;E;B;B;4;D;A;B;C;A;A;B;A;A;A;A;A;A;C;B;A;A;A;A;B
210054173438;2021;5;F;1;2;1;2;0;2;1;0;2927408;Salvador;29;BA;1;1;1;2927408;Salvador;29;BA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;G;E;E;C;1;B;A;B;C;A;A;B;B;B;A;B;A;B;C;A;B;B;B;B;B
210053021203;2021;4;F;1;3;1;1;1;1;;0;;;;;;;;5107909;Sinop;51;MT;1;1;1;1;911;880;890;902;462.2;402.2;403.3;445.8;CDBADCBABDBBEBDCAEBDDDBDEDACABADDCBBBCBDDEABB;DCABBDABDDBDAECAABECEBADAABABCDEBACBBDEBDEABD;DACCB99999DBBAABBCBDDCDAACBDBABCBADBDDCAACADDBDAAC;DAEABBBEBACABBABDABDBABDBDBCACDBBDBBBDBDBBBCD;0;CDBBBCABEDEDEAAEBACCCBDABCDCBCBDECDADCDBBEEBB;BBBAAEECBBABEECEBAAEADBCACAEABEDDEBBBADBCBADC;ABBCAEAACADDCACDCADABBBBDEBBACEADCEBDDACEEDDDBCDBD;ECCCABBDBDDDCEDDCABXEEEBABEDCEDCCAEBADBCCECDA;1;80;160;80;100;120;540;D;E;C;B;2;B;A;B;B;A;A;B;A;B;A;A;A;A;B;A;A;A;A;B;B
210053788150;2021;7;F;1;1;1;1;4;1;;0;;;;;;;;2613701;São Lourenço da Mata;26;PE;1;1;1;1;911;880;890;902;487.9;419.9;488.2;553.1;CDCDDAEBDEBABECEACDAAEBAECAEADDBCDDADEAABECDA;AAAABEACBDBABEBDBEECCBACDEAEBEDABABADCDAABEEB;BCAEA99999DBEABBBACADCBEDDDBBAEADEEABAECDADACDCDDC;DCCDBADBACECADABCDDADBEEDDBACCBCEDBACDBCCAEDE;0;CDBBBCABEDEDEAAEBACCCBDABCDCBCBDECDADCDBBEEBB;BBBAAEECBBABEECEBAAEADBCACAEABEDDEBBBADBCBADC;ABBCAEAACADDCACDCADABBBBDEBBACEADCEBDDACEEDDDBCDBD;ECCCABBDBDDDCEDDCABXEEEBABEDCEDCCAEBADBCCECDA;1;140;120;140;160;160;720;E;E;D;B;2;B;A;B;C;B;A;B;A;B;A;A;A;A;B;A;A;C;A;A;B
210051519039;2021;8;M;1;3;1;1;6;1;;0;;;;;;;;5214606;Niquelândia;52;GO;1;1;1;1;910;879;889;900;516.3;524.3;496.3;608.5;AAECCDABCBCDCEDDEBEBADCEABCABDCECCDECCDBBEEDE;DEECCADBBBEDEDBCCBEBBCCBEAEAEEBEBACABAACAADDC;99999BDAAAEDAEEADBEDACBBCEBBEEEBDACAECBCAEBAABEBDC;DDCDECACDCBEBBBCBCEDEDDDBAEBDBEBACACDEDAADAEA;1;ADCDCDBBBECDCCDCBCBDABCAADCBEBABEEBBBCABEDEDE;BADCBADBCEDDEBBADBCABEECCAEABEBAAECBBABAAEEBB;CAABBCAEAABDCDEADCEDBEDDDABBBBDEBCEADABDBACACDCDDC;DDCABDCCAEDCEBBDBDAEEBADCAECDBCCCCDDCEEBABXEE;1;120;200;180;200;180;880;E;E;A;A;3;D;A;B;D;B;A;B;A;B;A;A;A;A;B;A;A;C;A;B;B
210054206376;2021;2;F;1;3;1;2;0;2;1;0;;;;;;;;2104008;Esperantinópolis;21;MA;1;1;1;1;912;882;891;901;509.6;493.2;477.8;537.2;CCEBDBDBAEDECDDBCDACCDEDDAAEAEDAEABBCDCEBECAB;DEECECBAEAACDBCDCBABABACABACCDADBBAEDECACDDBB;99999CBBDEEEBAECBDAABACABCBAADABBDABBAADDCDAABBCDA;BCEDECBCDBDBCBACDBEBBCEEAEDABAABCDCABDBDCCBEE;1;DABCEDEBEEBBCABEDDCBCBECDADCDAACBDCCCDBBBEBAB;EBAAEADBCACBBABEECBAAEEBBBADCBADBCEDDEBBCAEAB;ACABBACAEADCEADABDACDCEABDDADBEDDDEBBACCDDDCCEBBBB;DCCAEBABDDCABEECCBCCEXADDCEECDEBADCABBDBDEDCE;1;120;180;120;160;200;780;B;B;A;A;4;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;A
210053797083;2021;11;M;1;3;1;1;9;1;;0;;;;;;;;2613701;São Lourenço da Mata;26;PE;1;1;1;1;909;881;892;899;388.1;602;337.1;629.5;DCACDDACCBCEDBACADDCEACDDBBADDBBABACACCDCCBCE;BDECCCEBDCECBDECCAEDDDEBBDADBABBACBDBECDCCABA;99999BCCBCBABADCDDBCDCDEECCBBDEECCDEEECCBCCDCBDBBE;ECDEBBDACDDCDBBCDCCDCABECDDCBDDDDCAADBCADDEAD;1;EDECABEDABCBEBACCDCBBEEBBCBDAAECDCBDCDBBBADCD;BEECCAEABADBCAEBAAEEDDEBBBADBCBAAEEBBBADCCBBA;ABBACAAECACDBDDADEBDDCBDCEDBEDDBBBBDCEEAADABACACDC;EEXEBABDDCECCBCCECDCAEBADEABBDBDEDCEDCCADDCAB;1;140;200;140;180;200;860;E;E;B;B;2;C;A;B;C;A;A;B;A;B;A;A;A;A;B;B;A;B;A;A;B
210051604126;2021;13;F;1;3;1;1;15;1;;0;;;;;;;;1500800;Ananindeua;15;PA;1;1;1;1;911;880;890;902;447.4;587;567.2;439.1;EACDCBDCEDAEEEDCCCDAEEACEBAEBDEACDBBCEDBBECBB;BBBBADECCBABCABDBABAABBEACAEBEBDBEBBCCADBBACD;99999CADECCDDADDCACCDBDECABBABEADAEBDECCDEADDDCDBD;DCADBCEBDCECADEDCCDABEAAECBDACAACDEABDEEACDBB;1;CDBBBCABEDEDEAAEBACCCBDABCDCBCBDECDADCDBBEEBB;BBBAAEECBBABEECEBAAEADBCACAEABEDDEBBBADBCBADC;ABBCAEAACADDCACDCADABBBBDEBBACEADCEBDDACEEDDDBCDBD;ECCCABBDBDDDCEDDCABXEEEBABEDCEDCCAEBADBCCECDA;1;160;200;160;140;180;840;C;C;A;B;2;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
210052118573;2021;3;F;1;3;1;2;0;2;1;0;;;;;;;;2903201;Barreiras;29;BA;1;1;1;1;912;882;891;901;439.6;437.7;455.9;446.2;BCEDEACAEDCEDCBDDCCAADABADDEBEECBACDCCABBDCCA;AAEADCDCAAADCBBBAABBEAEDABCDAACDDCBDAAABAABBB;EDBEC99999DDAAEBBDCDBBAABDECAADAEACCDABCEABABEABEA;EBBEBDCCDDCDCBADABBBCCEABDADCBCCACBDACDCDADCE;0;DABCEDEBEEBBCABEDDCBCBECDADCDAACBDCCCDBBBEBAB;EBAAEADBCACBBABEECBAAEEBBBADCBADBCEDDEBBCAEAB;ACABBACAEADCEADABDACDCEABDDADBEDDDEBBACCDDDCCEBBBB;DCCAEBABDDCABEECCBCCEXADDCEECDEBADCABBDBDEDCE;1;80;120;80;100;80;460;B;F;B;D;3;G;A;B;C;B;A;B;A;B;B;B;A;B;B;A;B;B;A;B;B
210054052446;2021;5;F;1;3;1;1;3;1;;0;;;;;;;;1501402;Belém;15;PA;1;1;1;1;909;881;892;899;521;602.7;552.1;590.9;BACBDCDCABDDABCDCABCCEBDCBDEBDACADBDCCBBDABCD;BCECCAEBAACDAADCADAECBEDBDCDBABBABBDBBADCCBDA;ABEAC99999DDBEAABAACDECDCADBCDDACDBDBCCDBEACABCBDA;DBDEDECBCDEACBBCBDBEADBCD*EBBEACBBCEBCDDDBCCA;0;EDECABEDABCBEBACCDCBBEEBBCBDAAECDCBDCDBBBADCD;BEECCAEABADBCAEBAAEEDDEBBBADBCBAAEEBBBADCCBBA;ABBACAAECACDBDDADEBDDCBDCEDBEDDBBBBDCEEAADABACACDC;EEXEBABDDCECCBCCECDCAEBADEABBDBDEDCEDCCADDCAB;1;160;200;140;160;160;820;G;F;D;B;5;B;A;C;C;A;A;B;B;A;A;A;A;A;B;A;A;E;A;C;B
210052655126;2021;3;F;1;3;2;2;0;2;1;0;;;;;;;;5208608;Goianésia;52;GO;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;E;E;A;A;5;C;A;B;D;B;C;B;B;B;A;A;A;A;B;A;A;E;A;A;B
210052019575;2021;1;F;1;3;1;3;0;1;;1;;;;;;;;1100205;Porto Velho;11;RO;1;1;1;1;912;882;891;901;426.2;346.9;455.1;468.3;ADDBEABAECBCCADBEECBEDADDABACEEADCBDECDAACBCD;BADBECEAACDABACBAEEDCEBEADCABECEDAEEBAAECBEDC;99999EDAACDABCBBBDADABEDCBEADEDBBCDDEBBCADECAECBDA;EACEEDBCAADDCBEBAECADBEECEDCACCEABAADBEACEACB;1;DABCEDEBEEBBCABEDDCBCBECDADCDAACBDCCCDBBBEBAB;EBAAEADBCACBBABEECBAAEEBBBADCBADBCEDDEBBCAEAB;ACABBACAEADCEADABDACDCEABDDADBEDDDEBBACCDDDCCEBBBB;DCCAEBABDDCABEECCBCCEXADDCEECDEBADCABBDBDEDCE;1;100;120;120;100;0;440;H;E;F;D;4;C;A;B;B;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B
210052384623;2021;7;F;1;1;1;1;0;1;;0;;;;;;;;2800308;Aracaju;28;SE;1;1;1;1;1012;999;1003;1008;530;592.5;516.2;583;ABCBCCCCBCCADCBCAEDDDECCABECBECBECBBBDCDDEBDD;BABCCCABCACCEBBAACEABBEBCAECAEBCECCBEAAAACEDC;99999ECCEABBDDEABEEABCDDBDCEDABDCCAABEBDBACABABAEB;DDDDBCDBDBCCBAACBBBDBBDCBCECCDACCADCCEEAECAEE;1;ADCDCDBBBECDCCDCBCBDABCAADCBEBABEEBBBCABEDEDE;BADCBADBCEDDEBBADBCABEECCAEABEBAAECBBABAAEEBB;CAABBCAEAABDCDEADCEDBEDDDABBBBDEBCEADABDBACACDCDDC;DDCABDCCAEDCEBBDBDAEEBADCAECDBCCCCDDCEEBABXEE;1;140;180;140;180;200;840;B;B;C;B;2;B;A;C;C;A;A;B;B;B;A;A;A;A;B;A;A;C;A;A;B
210053778606;2021;2;F;1;1;1;2;0;2;1;0;;;;;;;;4106902;Curitiba;41;PR;1;1;1;1;909;881;892;899;531.9;541.5;511.2;411.5;EBEDAEEAABDDAACDBADAEEEBACBBDDBCACCBECDCCDDDB;BBCBCAEBACCCEACAAAADCBEAADAEBDADBBADABACCABBA;AECAB99999DDADEBADDCDDBDACCAAEDBCCEAEDEAABCEEAAABB;DAAADBDEAEDCBBEBDBCACDDECDABABDABADCAEDEBCCBA;0;EDECABEDABCBEBACCDCBBEEBBCBDAAECDCBDCDBBBADCD;BEECCAEABADBCAEBAAEEDDEBBBADBCBAAEEBBBADCCBBA;ABBACAAECACDBDDADEBDDCBDCEDBEDDBBBBDCEEAADABACACDC;EEXEBABDDCECCBCCECDCAEBADEABBDBDEDCEDCCADDCAB;1;120;200;160;180;180;840;E;D;C;B;4;H;A;C;D;D;A;B;B;B;A;B;A;B;E;A;A;E;B;D;B
210052350230;2021;10;F;1;2;1;1;8;1;;0;;;;;;;;2928802;Santo Estêvão;29;BA;1;1;1;1;911;880;890;902;548.1;619.5;676.3;386.6;CCAECCADEAADDEDDEECEDDEADDDCACDEDCDCDEADBEDDE;DBBEADDCABABCECEAEBEAEDCBCAEABEEDEBBEAABCBDCD;ABCCA99999DDCACDCACABBEAAEBDAEEBDEEAADACEEDDDBDDBD;CAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;0;CDBBBCABEDEDEAAEBACCCBDABCDCBCBDECDADCDBBEEBB;BBBAAEECBBABEECEBAAEADBCACAEABEDDEBBBADBCBADC;ABBCAEAACADDCACDCADABBBBDEBBACEADCEBDDACEEDDDBCDBD;ECCCABBDBDDDCEDDCABXEEEBABEDCEDCCAEBADBCCECDA;1;120;120;100;120;120;580;H;E;F;D;3;B;A;B;C;A;B;B;B;A;A;B;A;B;B;B;A;D;A;A;B
210052814891;2021;7;M;1;3;1;1;5;1;;0;;;;;;;;3118601;Contagem;31;MG;1;1;1;1;1011;1001;1005;1007;582.3;664.3;576;528.7;..E.A.EAAC.BCB.DCABC.EEC..CADDBC.CB.C.C.BA.A.;BEECCCEABADBCAEBEAAECDEBBDCDBCABAEECBBDDCADDA;ADAAC99999CDBCDADEBEDCBBCBDDBEDCBEEEABEAACEDABDBCA;DE.ECACDBD.CABA.DBEE..A..AAD.E..B.C.AA.D..E.D;0;EDECABEDABCBEBACCDCBBEEBBCBDAAECDCBDCDBBBADCD;BEECCAEABADBCAEBAAEEDDEBBBADBCBAAEEBBBADCCBBA;ABBACAAECACDBDDADEBDDCBDCEDBEDDBBBBDCEEAADABACACDC;EEXEBABDDCECCBCCECDCAEBADEABBDBDEDCEDCCADDCAB;1;120;160;100;120;80;580;D;E;B;B;3;C;D;B;C;A;A;B;B;B;A;B;A;A;D;B;A;D;A;C;B
210053980053;2021;3;F;1;3;1;1;1;1;;0;;;;;;;;2109908;Santa Inês;21;MA;1;1;1;1;910;879;889;900;595.2;578.9;599.9;694.7;ADDCCACACCCDEEDBBDDAABCEADBCEBABBEDAECBCEDACE;BEEC.CBDAABBEBBAEBEAAEECCCEEB.DA.ACBDDAAABBDB;CAABE99999BBCDEADBEEDAADAABBEEBECCBADCBBDACACBDDDB;DDCDCDCBABCDABBCBDAEADCBDACCBBEACCBDDCEBAAEDA;0;ADCDCDBBBECDCCDCBCBDABCAADCBEBABEEBBBCABEDEDE;BADCBADBCEDDEBBADBCABEECCAEABEBAAECBBABAAEEBB;CAABBCAEAABDCDEADCEDBEDDDABBBBDEBCEADABDBACACDCDDC;DDCABDCCAEDCEBBDBDAEEBADCAECDBCCCCDDCEEBABXEE;1;160;200;160;160;200;880;B;B;B;B;5;B;A;B;B;B;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
210051617453;2021;3;F;1;3;2;2;0;2;1;0;;;;;;;;5106372;Pedra Preta;51;MT;1;1;1;1;910;879;889;900;386.9;488.5;480.2;427;BBECECDADCBAEDAACABECCDECACAEDEAECCBDCEDDADED;DAAADCBBDADCECBCBEAAADABCEECEEAABCBBBAADCAABC;99999CEABABAAAEADBDCADEDCCBDEBAECAEACDABBCAABBBDAB;EDADCBAECDBCCAAEACBDAABAAEDBDEBACADECABCBCBDA;1;ADCDCDBBBECDCCDCBCBDABCAADCBEBABEEBBBCABEDEDE;BADCBADBCEDDEBBADBCABEECCAEABEBAAECBBABAAEEBB;CAABBCAEAABDCDEADCEDBEDDDABBBBDEBCEADABDBACACDCDDC;DDCABDCCAEDCEBBDBDAEEBADCAECDBCCCCDDCEEBABXEE;1;120;120;120;120;120;600;C;C;A;B;4;F;A;B;C;B;A;B;B;B;A;B;A;A;B;A;B;B;A;A;B
